,Text,Length,Cluster,Most Important Word
110,youre eligible genius discount gate hotel save property sign inin central dublin familyrun gate hotel o’connell street five minutes’ fantastic shopping henry street hotel offers free wifi rooms en suite bathroom homecooked breakfastrooms gate hotel feature en suite bathrooms well cable tv telephone hairdryertraditional irish breakfasts served morning regular entertainment bar bar open late every night two hundred thirty rooms first floor affected noiseconnolly street station vibrant temple bar district within 10minute walk dublin castle trinity college croke park close bus stop two hundred yards hotel regular services dublin airport,640,1,gate
111,located next dublins aviva stadium familyrun hotel offers free wifi private gardens free secure parking city centre minutes away dart dublin’s coastal villageseach room sandymount hotel features en suite bathroom hairdryer rooms also include flatscreen tv teacoffee making facilities iron property awarded ecolabel certification green hospitality programmefull irish continental breakfast served daily lunch dinner guests enjoy delicious food line bar overlooking private gardenssandymount hotel also offers guests free shuttle bus service nearby locations subject availability must booked advance three arena less 10minute drive hotel dart rail link 5minute walk away give access city’s top attractions including grafton street guinness storehouse dublin castle,762,1,hotel
112,elegant georgian hotel dublin city centre two minutes walk connell street close temple bar offers rooms en suite bathrooms restaurantbar evening entertainment free wifithe recently renovated castle hotel steeped sophisticated georgian style featuring original sweeping staircases crystal chandeliers antique mirrors marble fireplacesrooms castle hotel individually designed reflect elegance building hairdryers direct dial telephones teacoffee making facilities tvsthe castle vaults barrestaurant exposed vaulted ceiling part original 18thcentury wine cellars offers modern cuisine pretheatre menu evening à la carte menu along live traditional irish music around weekendsthe old music shop restaurant situated georgian room overlooking findlaters 19thcentury gothic revival church offers allday menu pizza pasta salads gourmet sandwiches pretheatre evening menu also availablethe hotel secure private car park aircoach dublin airport bus stops three minutes walk away croke park hugh lane art gallery garden remembrance abbey gate theatres james joyce cultural centre short walk away,1084,1,menu
113,youre eligible genius discount arlington hotel oconnell bridge save property sign inoverlooking river liffey arlington heart dublin home dublin’s longestrunning traditional irish dinner dancing show open everyday offers spacious rooms satellite tvs free wifirooms hotel feature bathrooms baths showers rooms also include seating area hairdryersthe knightsbridge bar terrace extensive menu serves carvery lunches medievalthemed knights bistro offers traditional food including breakfasts lunches dinners sinatras bar provides la carte menu breakfasts irish stew seafoodthe friendly staff assist guests travel arrangements sightseeing recommendations trinity college dublin castle 5minute walk awaythe arlington hotel o’connell bridge minutes grafton street temple bar dublin airport 10km port sixteen miles connolly heuston train stations nine miles away,853,1,arlington
114,located dublin fourteen miles dollymount strand beach twentyeight miles croke park stadium clontarf promenade townhouse provides accommodation amenities free wifi flatscreen tv apartment three miles 3arena thirtytwo miles connolly train stationopening onto terrace apartment consists three bedrooms fully equipped kitchenthe convention centre dublin thirtyfive miles apartment epic irish emigration museum thirtyfive miles away nearest airport dublin airport sixtytwo miles clontarf promenade townhouse,502,0,promenade
115,within fortyseven miles phoenix park fiftyeight miles kilmainham gaol modern house dublin offers free wifi garden holiday home sixtyeight miles dublin zoo sixtyeight miles st michans churchthe 2bedroom holiday home comes living room flatscreen tv fully equipped kitchen fridge oven three bathrooms hairdryer towels bed linen featured holiday homeheuston train station sixtytwo miles holiday home national museum ireland decorative arts history sixtytwo miles away nearest airport dublin airport sixtyeight miles modern house dublin,531,0,holiday
116,featuring bar rezz d2 set centre dublin three hundred fifty yards city hall property close several wellknown attractions seven miles st patricks cathedral four hundred fifty yards trinity college four hundred fifty yards irish whiskey museum book kells five hundred fifty yards away little museum dublin less six miles hotelthe units hotel equipped flatscreen tvthe reception rezz d2 provide tips areapopular points interest near accommodation include dublin castle chester beatty library gaiety theatre nearest airport dublin airport sixtytwo miles rezz d2,557,0,d2
117,set dublin near sandymount beach lansdowne road train station aviva stadium sandymount studios features free wifi guests enjoy gardena fridge oven microwave also featured kitchen well coffee machinepoolbeg beach sixteen miles apartment rds arena six miles away nearest airport dublin airport eightyseven miles sandymount studios,328,0,sandymount
118,set 11thcentury castle clontarf hotel combines ancient architecture 21stcentury facilities ten minutes’ dublin city centre boutique hotel offers awardwinning restaurant luxurious bedroomsrooms clontarf castle hotel feature airconditioning lcd satellite tvs free wifi 24hour room service menu beds pillowtop mattressesthe fahrenheit grill serves fine cuisine specialises local beef fish dishes knights bar ornate ceilings huge open fireplaces stained glass windowsthe indigo lounge stylish sofas red chandeliers serves morning coffee afternoon tea excellent selection winesthere bus stop outside castle regular services city centre,630,1,clontarf
119,boasting garden views garden library view villa holiday home situated dublin seven miles glasnevin cemetery museum property located eleven miles jameson distillery nineteen miles connolly train station two miles city hall accommodation features shared kitchen luggage storage space guestsat guest house rooms include desk shared bathroom fitted shower free toiletries rooms library view villa holiday home also boast free wifi rooms include city view accommodation rooms equipped bed linen towelspopular points interest near library view villa holiday home include national botanic gardens st michans church croke park stadium nearest airport dublin airport fortythree miles guest house,686,0,view
120,youre eligible genius discount irish stay liptons court save property sign infeaturing garden free wifi irish stay liptons court set centre dublin close city hall dublin castle gaiety theatrepopular points interest near apartment include chester beatty library trinity college irish whiskey museum nearest airport dublin airport sixtytwo miles irish stay liptons court,368,0,liptons
121,youre eligible genius discount abigails hostel save property sign injust seconds cultural temple bar abigails hostel excellent citycentre location aston quay overlooking river liffeytrinity college oconnell street grafton street train dart stations minutes walk away o2 venue new grand canal theatre convention centre within walking distanceabigails hostel private rooms shared dormitories budgetconscious travellers room en suite shower toilet abigails communal areas free wifi free bed linen imposes curfew also selfcatering kitchen vending machines,551,1,abigails
122,ideally situated centre dublin travelodge plus dublin city centre features airconditioned rooms shared lounge free wifi terrace less six miles merrion square 6minute walk epic irish emigration museum property provides restaurant bar property nonsmoking situated six hundred fifty yards trinity collegeall rooms hotel fitted seating area flatscreen tv satellite channels private bathroom free toiletries shower rooms come safety deposit box selected rooms also boast city views travelodge plus dublin city centre rooms bed linen towelsthe daily breakfast offers buffet continental full englishirish optionsthe reception accommodation provide tips areapopular points interest near travelodge plus dublin city centre include irish whiskey museum connolly train station book kells nearest airport dublin airport sixtytwo miles hotel,828,0,travelodge
123,set dublin sandymount beach rds arena nearby sandymount house garden offers accommodation free wifi free private parkingthere also kitchen units equipped oven microwave toasterguests also relax gardenpoolbeg beach fourteen miles holiday home lansdowne road train station one miles property nearest airport dublin airport ninetythree miles sandymount house garden,362,0,sandymount
124,celtic lodge 2star guesthouse located heart dublin 5minute walk connolly train station bus aras bus stationthe modern bedrooms furnished warm heritage colours include private en suite bathroomfull irish breakfasts served day guests dine awardwinning le bon crubeen restaurant live traditional music played every night celt bar provides range local guest beersdublin airport 20minute drive away temple bar reached fifteen minutes foot,433,1,bus
125,conveniently located heart dublin ten minutes walk croke park hazelbrook house bb offers affordable bedrooms en suite facilitiesthis listed building boasts georgian architecture interiors offering bedrooms high ceilings rooms feature cable tv free wifi available public areas hairdryers available receptiondublin castle trinity college view famous book kells within 10minute walk hazelbrook house bb ifsc ireland’s international financial services centre two minutes walk awaywith 24hour front desk explore many restaurants bars clubs dublin’s bustling city centre vibrant temple bar district five minute walk hazelbrook,620,1,hazelbrook
126,four mespil hotel located city centre alongside grand canal within walking distance st stephen’s green grafton street aviva stadium ballsbridge area guest bedrooms free wifi chromecastsuperior rooms boast 47” samsung smart tv espresso maker robes slippers air conditioning enhanced bedroom amenities bedrooms feature work desk chair complimentary 1gb highspeed wifi laptop safe mini fridge complimentary waterlock four restaurant caters breakfast lunch dinner showcasing floor ceiling windows admire views grand canal busy d4 suburb lounge bar provides relaxed setting morning coffee light bite evening meal refreshing cocktailguests stay active residents fitness suite head outside enjoy walk run along grand canaltwo modern boardrooms available hire guests use facilities twentyfour hour business centre free chargethere 24hour front desk staff arrange taxis recommend local attractions aviva stadium grafton street one dublin’s premier shopping districts within 15minute walk,978,1,grand
127,youre eligible genius discount dublin home home luxury private secure house save property sign inboasting garden views dublin home home luxury private secure house provides accommodation patio coffee machine around thirtytwo miles connolly train station situated twentyeight miles croke park stadium property features garden free private parkingthis holiday home features five bedrooms kitchen fridge oven flatscreen tv seating area three bathrooms fitted bath towels bed linen available holiday homea terrace available site fishing enjoyed within close proximity holiday homethe convention centre dublin thirtyfive miles dublin home home luxury private secure house epic irish emigration museum thirtysix miles property nearest airport dublin airport five miles accommodation,776,0,home
128,youre eligible genius discount ariel house save property sign inlocated next aviva stadium leafy suburbs dublin’s ballsbridge district beautiful victorian house offers stylish bedrooms sumptuous breakfast menurooms ariel house hotel combine 19thcentury furniture modern comforts including free wifi flatscreen tvs bathrooms feature bath invigorating power showerthe dining room serves traditional continental breakfasts feature homemade chutneys banana bread scones afternoon tea taken elegant drawing roomthe rds herbert park 5minute walk ariel lansdowne road dart train station less five hundred fifty yards hotelfriendly staff provide transport information sightseeing recommendations ariel house 24hour front desk provides limited free parking guests,754,1,ariel
129,set centre dublin three hundred fifty yards city hall hiphipstay templebar rooms offers airconditioned rooms free wifi property close gaiety theatre jameson distillery trinity college property nonsmoking situated six hundred fifty yards dublin castleat hotel rooms include desk flatscreen tv private bathroom bed linen towelspopular points interest near hiphipstay templebar rooms include chester beatty library st michans church st patricks cathedral nearest airport dublin airport fiftysix miles accommodation,511,0,hiphipstay
130,well set centre dublin mcgettigans townhouse provides free wifi bar property set eight miles dublin castle seven miles heuston train station nine miles chester beatty library property allergyfree located five hundred fifty yards national museum ireland decorative arts historyat inn every room equipped desk flatscreen tv private bathroom bed linen towels units provide guests wardrobe kettlea à la carte continental full englishirish breakfast available daily propertypopular points interest near mcgettigans townhouse include st michans church jameson distillery city hall nearest airport dublin airport fiftysix miles accommodation,634,0,mcgettigans
131,youre eligible genius discount roxford lodge hotel save property sign inthis luxury boutiquestyle hotel located ballsbridge fifteen miles dublin city centre offers stylish rooms free wifi comfortable beds nespresso coffee machinesrooms roxford lodge hotel decorated light shades mix original victorian character building modern facilities rooms feature work desks come smart tvthe elegant dining room serves traditional irish continental breakfasts morning cost €850 per person continental €1600 per person cooked breakfast lounge hotel available also computer guests usethere bus stop outside hotel regular services dublin airport lansdowne road rds within 10minute walk whilst dart station nine hundred yards awaythe hotel also car park limited parking space available first come first serve basis parking cost €1000 per carper night also three electric vehicle charging points available car park,898,1,per
132,youre eligible genius discount broc house suites save property sign inlocated nutley lane south dublin broc house comprises twentyfour onebedroom selfcatering holiday apartments ten minutes’ drive city centre coast also six miles awaythe apartment broc house offers modern interiors floortoceiling windows smart lounge flatscreen cable tv sofa kitchen includes oven hob fridge toaster kettle free wifi includedthe building communal roof terrace views city free parking available site free bed linen towels provided changed weekly iron hairdryer providedyou find shops restaurants bars around surrounding area temple bar 30minute walk away ucd university college dublin six miles apartment rds aviva stadium within 15minute walkthere regular buses centre dublin 20minute journey away ferry ports dublin dun laoghaire within fiftysix miles apartment,847,1,broc
133,parkgate apartment located dublin seven miles jameson distillery nine miles dublin zoo well four hundred fifty yards heuston train station free private parking property seven hundred fifty yards national museum ireland decorative arts history eight miles st michans churchwith free wifi 2bedroom apartment provides flatscreen tv kitchen fridge oven towels bed linen provided apartmentkilmainham gaol eleven miles apartment city hall twelve miles away nearest airport dublin airport seventyfive miles parkgate apartment,518,0,parkgate
134,youre eligible genius discount fitzwilliam townhouse save property sign inthe fitzwilliam townhouse offers modern rooms lcd tvs within historic georgian townhouse boasting original features house 5minute walk trinity college st stephens’s greenall rooms property include private bathroom free toiletries power hairdryer guests relax free wifi access free tea coffeetemple bar district o’connell street reached 15minute walk national museum 5minute walk away dublin castle twenty minutes away footfrequent public transport passes fitzwilliam townhouse number 39a bus nearby aircoach bus dublin airport stops dawson street 5minute walk away,638,1,townhouse
135,bustling temple bar district dublin newly refurbished fleet street hotel one hundred yards river liffey opposite trinity college features rooms flatscreen satellite tvs free wifi areascentral o’connell street shops grafton street five minutes away foot dublin castle fifteen minutes’ walk hotel olympia theatre also 5minute walk awaywith private bathrooms room fleet street hotel includes free tea coffee room along hairdryer telephoneguests relax drink cafe bar one thousand nine hundred twenty hotels newly refurbished stylish cafe bar hearty freshly prepared food also available guests make use luggage storage facilities hotel,630,1,fleet
136,located heart georgian dublin premier suites plus dublin leeson street set lower leeson street elegant suites ideally set within easy reach city’s popular sightsjust around corner st stephen’s green premier suites plus dublin offer luxury 4star accommodation space privacy apartment bring ideal option travellers tired traditional hotel stay diplomat business person away home weeks indeed months timenearby find trinity college national art gallery national museum ireland shopaholics dublin’s infamous grafton street home ireland’s famous stores walk away,557,1,suites
137,located dublin inchicore suites provides accommodation nine miles kilmainham gaol sixteen miles heuston train station free wifi provided private parking available sitethe accommodation comes flatscreen tv private bathroom shower free toiletries kitchen features fridge dishwasher microwave stovetop toaster also offered well coffee machine kettlenational museum ireland decorative arts history twentytwo miles apartment dublin zoo twentyfive miles away nearest airport dublin airport one hundred twelve miles inchicore suites,525,0,inchicore
138,youre eligible genius discount sweet inn lovely riverside save property sign insweet inn lovely riverside features accommodation within nine miles centre dublin free wifi kitchen fridge oven dishwasherall units fitted microwave stovetop coffee machine toaster kettle private bathroom shower units along free toiletries hairdryer slipperspopular points interest near apartment include epic irish emigration museum convention centre dublin merrion square nearest airport dublin airport sixtytwo miles sweet inn lovely riverside,525,0,riverside
139,set fifteen miles croke park stadium d3 self catering offers accommodation free wifi free private parkingconnolly train station nineteen miles apartment convention centre dublin twentytwo miles property nearest airport dublin airport fortythree miles d3 self catering,267,0,d3
140,forum dublin features accommodation free wifi fortyeight miles rds arena fiftytwo miles lansdowne road train station fiftytwo miles fitzwilliam square apartment fiftysix miles st stephens green fiftysix miles aviva stadiumthe apartment features two bedrooms two bathrooms bed linen towels flatscreen tv cable channels fully equipped kitchen balcony city viewsmerrion square fiftyfive miles apartment little museum dublin fiftyfive miles property nearest airport dublin one hundred eighteen miles forum property offers paid airport shuttle service,546,0,forum
141,youre eligible genius discount sweet inn lovely riverside save property sign insweet inn lovely riverside features accommodation within nine miles centre dublin free wifi kitchen fridge oven dishwasherall units fitted microwave stovetop coffee machine toaster kettle private bathroom shower units along free toiletries hairdryer slipperspopular points interest near apartment include epic irish emigration museum convention centre dublin merrion square nearest airport dublin airport sixtytwo miles sweet inn lovely riverside,525,0,riverside
142,set fifteen miles croke park stadium d3 self catering offers accommodation free wifi free private parkingconnolly train station nineteen miles apartment convention centre dublin twentytwo miles property nearest airport dublin airport fortythree miles d3 self catering,267,0,d3
143,forum dublin features accommodation free wifi fortyeight miles rds arena fiftytwo miles lansdowne road train station fiftytwo miles fitzwilliam square apartment fiftysix miles st stephens green fiftysix miles aviva stadiumthe apartment features two bedrooms two bathrooms bed linen towels flatscreen tv cable channels fully equipped kitchen balcony city viewsmerrion square fiftyfive miles apartment little museum dublin fiftyfive miles property nearest airport dublin one hundred eighteen miles forum property offers paid airport shuttle service,546,0,forum
144,overlooking river liffey spencer hotel ten minutes famous oconnell bridge twenty minutes temple bar grafton streeteach airconditioned room includes flatscreen tv satellite channels guestrooms feature seating area balcony magnificent city views rooms include nespresso coffee machines tea making facilities room fitted private bathroom power shower complimentary handmade soap company toiletriesthe spencer hotel also offers private secure car park 24hour front desk hotel features spencer health club includes fitness centre indoor swimming pool highspeed wifi available throughout property3arena bord gais energy theatre ten minutes away ccd convention centre dublin two hundred yards away dublin airport fiftysix miles property,729,1,spencer
145,located dublins residential area drumcondra annandale house ten minutes bus ride city centres oconnell street dublin airport m50 motorway 10minute drive awaysituated thirtyone kilometres dublin city centre famous temple bar district annandale house offers rooms free parking free wifieach room familyrun annandale house features en suite bathroom free toiletries teacoffee making facilities tv ironing facilities garden viewsconveniently located croke park stadium two half kilometres away house also offers easy access dublin ferry port dublins coast line fifteen minutes’ away,578,1,annandale
146,davenport newly redesigned 4star hotel sits beside merrion square park steps away national gallery trinity college boasts one hundred fifteen bedrooms ensuite marble bathrooms 24hour gym access stylish restaurant barthe stylish rooms feature sitting area includes work desk uniquely designed furniture airconditioning smart tvs chromecast free wifi international electrical outletsthe marble table restaurant offers selection irish international dishes specialised afternoon tea homemade desserts hotel also provides intimate bar area gastropub menu wide selection whiskeyguest also enjoy 24hour room service access gym stateoftheart equipment buffet breakfastthe hotel less seven hundred fifty yards luxury shops grafton street dublin airport sixtytwo miles away,763,1,selection
147,youre eligible genius discount entire terraced two story redbrick house parking secluded cul de sac save property sign inboasting accommodation patio entire terraced two story redbrick house parking secluded cul de sac set dublin property offers access terrace free private parking free wifithe villa two bedrooms flatscreen tv equipped kitchen fridge oven washing machine two bathrooms shower towels bed linen offered villakilmainham gaol twentynine miles villa city hall thirtyone miles property nearest airport dublin airport ninetythree miles entire terraced two story redbrick house parking secluded cul de sac,615,0,cul
148,youre eligible genius discount trinity college campus accommodation save property sign inwithin famous trinity college dublin campus rooms apartments located dublin’s centre famous book kells short walk away historic 16thcentury collegethe campus accommodation trinity college situated either modern apartments historic study rooms older areas college rooms include bed linen towels teacoffee facilitiesthe accommodation enjoys fantastic location surrounded history great architecture within trinity college’s thirtyfive acres cobbles green spaces centre dublin college 10minute walk temple bar grafton streetguests trinity college enjoy either continental full cooked breakfast,678,1,campus
149,upstairs studio private kitchenette small ensuite set drumcondra district dublin thirteen miles connolly train station fourteen miles epic irish emigration museum fifteen miles st michans church accommodation six hundred fifty yards croke park stadium free wifi throughout propertythe apartment equipped satellite flatscreen tv kitchenette fridge microwave toaster shower free toiletries hairdryerjameson distillery sixteen miles apartment convention centre dublin sixteen miles property nearest airport dublin airport fortythree miles upstairs studio private kitchenette small ensuite,585,0,kitchenette
150,dcu rooms offers accommodation dublin within 15minute drive dublin airport city centre guests enjoy onsite barall rooms fully equipped tea coffee facilities dcu rooms features free wifi throughout propertydcu dublin city university three hundred fifty yards dcu rooms croke park stadium seventeen miles away nearest airport dublin airport thirtyone miles dcu rooms,364,1,dcu
151,located centre dublin nine hundred yards little museum dublin six hundred fifty yards st stephens green hatch street st stephens green apartments provides accommodation free wifisome units include cable flatscreen tv fully equipped kitchen fridge private bathroom shower free toiletriespopular points interest near apartment include fitzwilliam square national museum ireland archaeology merrion square nearest airport dublin airport sixtyeight miles hatch street st stephens green apartments,492,0,hatch
152,youre eligible genius discount green save property sign inthe green 4star hotel located across st stephen green three hundred fifty yards shops grafton street boasts ninetynine bedrooms ensuite bathrooms 24hour gymall rooms fully airconditioned feature uniquely designed furniture smart tvs chromecast connectivity free wifiguests green enjoy buffet breakfast restaurant unique bistro retro style offers selection international dishes prepared locally sourced ingredientsthe green also gym stateoftheart equipment ground floor open space work hub free wifi charging pointsthe hotel 10min walking trinity college st patrick cathedral steps waterfall iveagh gardens dublin airport sixtytwo miles away,698,1,green
153,youre eligible genius discount henrietta suites city centre save property sign inhenrietta suites city centre located centre dublin close st michans church jameson distillery city hall free wifi provided private parking available sitefeaturing kitchen fridge oven unit also comes satellite flatscreen tv ironing facilities desk seating area sofa bed private bathroom shower free toiletries unit along hairdryerpopular points interest near apartment include dublin castle chester beatty library national museum ireland decorative arts history nearest airport dublin airport five miles henrietta suites city centre,612,0,suites
154,youre eligible genius discount waterloo lodge save property sign inin central dublin waterloo lodge offers rooms free wifi hearty full irish breakfasts aviva stadium ten minutes’ walk lodge whilst st stephen’s green 15minute walkeach room restored georgian townhouse include private bathroom hairdryers multichannel flatscreen tv along free tea coffee facilities roomthere bus stop outside waterloo lodge 24hour reception guests waterloo lodge also make use luggage storage room early arrivals late departuresthe dublin airport bus stop nearby hotel waterloo lodge twenty minutes’ walk trinity college lively temple bar district,628,1,waterloo
155,situated centre dublin six hundred fifty yards st michans church three hundred fifty yards jameson distillery smithfield gem features accommodation garden views free wifi apartment eleven miles chester beatty library eleven miles st patricks cathedralthe apartment balcony two bedrooms living room wellequipped kitchen microwave stovetop towels bed linen available apartmentpopular points interest near apartment include national museum ireland decorative arts history city hall dublin castle nearest airport dublin airport five miles smithfield gem,549,0,gem
156,youre eligible genius discount charleville lodge hotel save property sign inset elegant victorian terrace charleville lodge hotel fifteen minutes walk oconnell street offers boutique bedrooms free wifi phoenix park dublin zoo fifteen miles awaythe colourful rooms private modern bathroom telephone tv rooms feature free daily newspaper overlook courtyard gardentraditional full irish breakfasts served daily bright airy dining room light continental options available guests also dine leafy terracethe property located 1minute walk luas tram line 46a bus stops outside hotel offering regular services temple bar grafton street st stephens green onsite parking available dublin airport five miles away,700,1,charleville
157,blooms hotel located dublin’s temple bar district one hundred fifty yards trinity college dublin castle traditional irish pub nightclub rooms flatscreen tvsthe comfortable rooms blooms feature safety deposit boxes hairdryers room service menu also available include bathrooms showers bathsthe vat house bar traditional irish pub gets name vat house guinness brewery club hotels popular nightclub guests receive free entrygrafton henry street dublin’s premier shopping areas within 10minute walk hotel located vibrant area city hotel surrounded fantastic range restaurants bars,576,1,blooms
158,youre eligible genius discount st stephens green district1 save property sign inst stephens green district1 wellequipped accommodation boasting free wifi centre dublin seven hundred fifty yards st stephens green seven miles chester beatty librarythe apartment offers flatscreen tv private bathroom free toiletries hairdryer shower also kitchen units equipped dishwasherpopular points interest near st stephens green district1 include st patricks cathedral city hall dublin castle nearest airport dublin sixtytwo miles accommodation property offers paid airport shuttle service,576,0,district1
159,youre eligible genius discount camden court hotel save property sign incamden court hotel five hundred fifty yards dublin’s st stephen’s green boasts leisure centre pool hot tub sauna steam room brightly decorated rooms camden court hotel free wifi tvs also include ironing facilities hairdryer teacoffeemaking facilitiesthe elegant iveagh restaurant serves modern cuisine whilst modern c central bar relaxed atmosphere light snacks large flatscreen tvs showing news sportsguests relax sauna enjoy swim twenty yards swimming poolthe hotel luas line dublin’s tram system providing excellent access city dublin castle temple bar district 10minute walk away,654,1,court
160,guestready cottage studio set dublin seven miles croke park stadium twelve miles connolly train station area cycling enjoyed garden city views free wifi throughout propertythe apartment features tv kitchen fridge oven microwave bath shower free toiletries hairdryerpopular points interest near apartment include st michans church glasnevin cemetery museum national botanic gardens nearest airport dublin airport five miles guestready cottage studio,448,0,cottage
161,youre eligible genius discount saint pauls save property sign inoffering free wifi river views saint pauls accommodation located centre dublin three hundred fifty yards st michans church six hundred fifty yards jameson distillery apartment area guests engage activities hiking fishingproviding balcony city views apartment includes one bedroom living room satellite flatscreen tv equipped kitchen one bathroom shower bath towels bed linen provided apartmentpopular points interest near apartment include city hall national museum ireland decorative arts history dublin castle nearest airport dublin airport fiftysix miles saint pauls,633,0,pauls
162,youre eligible genius discount mayson save property sign inattractively set dublin mayson features airconditioned rooms outdoor swimming pool free wifi fitness centre 4star hotel offers room service 24hour front desk hotel terrace city views guests enjoy meal restaurant drink barthe rooms hotel equipped flatscreen tv satellite channels private bathroom fitted shower free toiletries hairdryer mayson rooms come bed linen towelsà la carte full englishirish breakfast options available morning accommodationpopular points interest near mayson include 3arena convention centre dublin epic irish emigration museum nearest airport dublin airport seventyfive miles hotel,666,1,mayson
163,youre eligible genius discount lovely 2bed apartment heart dublin city save property sign inwell located centre dublin lovely 2bed apartment heart dublin city offers garden views garden accommodation six hundred fifty yards chester beatty library features free wifi throughout propertythis apartment equipped two bedrooms kitchen fridge oven flatscreen tv seating area one bathroom equipped shower towels bed linen provided apartmentpopular points interest near apartment include st stephens green city hall st patricks cathedral nearest airport dublin airport sixtytwo miles lovely 2bed apartment heart dublin city,615,0,2bed
164,located within less six miles croke park stadium fifteen miles connolly train station dublin kennedys bb drumcondra provides accommodation free wifi flatscreen tvepic irish emigration museum seventeen miles bed breakfast st michans church seventeen miles away nearest airport dublin airport thirtyseven miles kennedys bb drumcondra,331,0,kennedys
165,camden hotel situated lower camden street dublin guests walk st stephens green five minutes grafton street less ten minutes awayall rooms include flatscreen tv free wifi teacoffee making facilities ensuite bathrooms complimentary toiletries towels hairdryerthe hotel features popular nightclub operates seven nights week guests enjoy many bars restaurants camden street areast patricks cathedral gaiety theatre six hundred fifty yards hotel dublin castle less nine miles away nearest airport dublin airport sixtytwo miles property,530,1,camden
166,set twentysix miles croke park stadium killowen offers accommodation free wifi free private parkingguests homestay enjoy continental breakfastguests also relax gardenconnolly train station thirtythree miles killowen epic irish emigration museum thirtysix miles away nearest airport dublin airport thirtyone miles accommodation,326,0,killowen
167,youre eligible genius discount highfield house apartments save property sign inlocated dublin eleven miles national museum ireland decorative arts history nine miles st michans church highfield house apartments provides accommodation free wifi garden terrace access fitness roomthe accommodation comes flatscreen tv private bathroom shower kitchen features fridge oven dishwasher microwave stovetop toaster also featured well kettleguests also relax shared lounge areajameson distillery six miles aparthotel glasnevin cemetery museum eighteen miles away nearest airport dublin airport five miles highfield house apartments,622,0,highfield
168,views river liffey hilton garden inn dublin city centre custom house sits next 3arena epic ireland museum bord gais theatre newly developed dockland area rooms feature power showers flatscreen tvshilton garden inn dublin city centre contemporary spacious comfortable guestroom workspace area tea coffeemaking facilities hilton garden inn dublin city centre house also offers several wheelchair friendly roomsbusaras connolly station 2minute walk hotel also tram stop rear hotel sightseeing tour stop right outside door dublin city centre 15minute walk offering lot shopping dining social experiencesthe hilton’s restaurant wide selection snacks meals offer specialty coffees served costa coffee also serves snacks fresh pastriesthe stylish bar serves excellent cuisine light airy surroundings also fine selection spirits wines choose,833,1,hilton
169,camden hotel situated lower camden street dublin guests walk st stephens green five minutes grafton street less ten minutes awayall rooms include flatscreen tv free wifi teacoffee making facilities ensuite bathrooms complimentary toiletries towels hairdryerthe hotel features popular nightclub operates seven nights week guests enjoy many bars restaurants camden street areast patricks cathedral gaiety theatre six hundred fifty yards hotel dublin castle less nine miles away nearest airport dublin airport sixtytwo miles property,530,1,camden
170,set twentysix miles croke park stadium killowen offers accommodation free wifi free private parkingguests homestay enjoy continental breakfastguests also relax gardenconnolly train station thirtythree miles killowen epic irish emigration museum thirtysix miles away nearest airport dublin airport thirtyone miles accommodation,326,0,killowen
171,youre eligible genius discount highfield house apartments save property sign inlocated dublin eleven miles national museum ireland decorative arts history nine miles st michans church highfield house apartments provides accommodation free wifi garden terrace access fitness roomthe accommodation comes flatscreen tv private bathroom shower kitchen features fridge oven dishwasher microwave stovetop toaster also featured well kettleguests also relax shared lounge areajameson distillery six miles aparthotel glasnevin cemetery museum eighteen miles away nearest airport dublin airport five miles highfield house apartments,622,0,highfield
172,built 1800s recently restored uppercross house hotel located bustling rathmines canal dublins south sidelimited free private parking available uppercross house hotel fourteen miles st stephens green eighteen miles temple bar two miles rds aviva stadium three miles croke parka bus stop taxi rank outside door reach city centre five minutes green luas line beechwood stop also stops upper rathmines road city dundrum town centre within minutes excellent shoppingan extra wing added hotel two thousand mixing new facilities traditional elegance rooms free wireless internet accessmother reillys bar restaurant great food drink live entertainment warm comfy atmosphere,665,1,uppercross
173,youre eligible genius discount morehampton townhouse save property sign inin dublin’s ballsbridge district morehampton townhouse twentyfive minutes walk st stephens green offers free parking rooms original georgian shutters ensuite shower roomsspacious rooms large opening georgian windows also include tvs free wifi hairdryers teacoffee making facilitiescooked irish continental breakfasts featuring homemade breads available donnybrook fair gourmet food store restaurant next morehamptonthere frequent bus service outside townhouse runs city centre dublin airport university college dublin morehampton townhouse 24hour reception 5minute walk rds aviva stadium grand canal less one mile away,692,1,morehampton
174,situated heart dublin within 5minute walk guinness storehouse six hundred fifty yards jameson distillery liberty townhouses offers accommodation free wifieach unit comprised kitchen dining area kettle oven living room private bathroom free toiletries units include seating area andor patiothe townhouses also features netflix accountpopular points interest near holiday home include st patricks cathedral guinness storehouse dublin castle nearest airport dublin airport sixtytwo miles property,493,0,townhouses
175,featuring free wifi sonder earl situated dublin seven hundred fifty yards little museum dublin five hundred fifty yards st stephens green property around less six miles gaiety theatre 16minute walk trinity college eight miles irish whiskey museum property seven miles city centre four hundred fifty yards fitzwilliam squareat hotel rooms desk flatscreen tv private bathroom bed linen towels rooms wardrobepopular points interest near sonder earl include merrion square national museum ireland archaeology st patricks cathedral nearest airport dublin airport ninetythree miles accommodation,589,0,earl
